Participant,1st Second,2nd Second
101,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.63,3,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,2.61,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.2,2.52,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66
102,2.32,2.32,2.32,2.32,2.33,2.71,3.3,3.77,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.8,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81
103,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.7,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.19,3.45,3.44,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.47,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48
104,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.31,2.31,2.31,2.31,2.33,2.33,2.33,2.33,2.34,2.35,2.35,2.35,2.34,2.26,2.11,2.02,2.01,1.97,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
105,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.36,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.38,2.38,2.38,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.38,2.37,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38
106,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.28,2.54,2.61,2.63,2.64,2.71,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79
107,2.4135583,2.4137299,2.4138783,2.4137952,2.413745,2.4138498,2.4138509,2.4137885,2.41388,2.4138393,2.4139072,2.4139178,2.4138683,2.4138895,2.4139745,2.4140306,2.4140215,2.4140831,2.4139294,2.4140355,2.4138692,2.4139122,2.4139745,2.4138972,2.4138553,2.4139404,2.4139227,2.4139465,2.4139548,2.413918,2.4138562,2.4138649,2.4139316,2.4140205,2.4138899,2.4139067,2.4139528,2.4139592,2.4139107,2.4139307,2.4140089,2.414044,2.4140401,2.4140034,2.414012,2.414003,2.4139644,2.4139423,2.4142494,2.4144742,2.414558,2.4147166,2.4148647,2.4147229,2.414752,2.4147992,2.4137067,2.4131204,2.3734389,2.1996638,2.1453905,2.1455646,2.1455704,2.1455452,2.1454553,2.1455595,2.1455083,2.1455275,2.1454773,2.1455093,2.1454405,2.1454492,2.1454366,2.1454742,2.1454326,2.1454855,2.1454417,2.145392,2.145329,2.145246,2.1452292,2.1453789,2.1453046,2.145376,2.1454002,2.1453937,2.1454037,2.1454109,2.1454051,2.1453958,2.145452,2.1454581,2.145471,2.1455486,2.1454834,2.1454938,2.1455414,2.1455685,2.1455142,2.145569,2.1455743,2.1456305,2.1455283,2.1455054,2.1456146,2.1455038,2.1455559,2.1455945,2.145542,2.1455316,2.1455791,2.14545,2.1453354,2.1452835,2.1453801
108,2.2753487,2.2753415,2.2753474,2.2753761,2.2755032,2.275423,2.2754889,2.2753725,2.2754591,2.2755183,2.275513,2.2755396,2.2754094,2.2754572,2.2754901,2.2754991,2.2754556,2.2755006,2.2755113,2.2755519,2.2755592,2.2754303,2.2753912,2.2754498,2.2754135,2.2753885,2.2754004,2.2754004,2.2753468,2.2753633,2.2753522,2.275354,2.275399,2.2754898,2.2754448,2.2754303,2.2753963,2.2754082,2.2754407,2.2753796,2.2754851,2.2754045,2.2753766,2.2751935,2.2746417,2.2745236,2.274463,2.2744385,2.2744781,2.2743875,2.274481,2.2745987,2.2745064,2.2744456,2.2744432,2.2744423,2.2743256,2.2743137,2.2742761,2.2743118,2.2743486,2.2740558,2.2742085,2.2742284,2.2740735,2.2740903,2.2740822,2.2741739,2.2740984,2.2740567,2.2740991,2.2740569,2.2740985,2.2740623,2.2740327,2.2740508,2.2740916,2.2740369,2.2741148,2.2741217,2.2743428,2.2742236,2.2740901,2.2741808,2.2741359,2.2741927,2.2740225,2.2740598,2.2740274,2.2740479,2.2740834,2.2741254,2.2741002,2.2741211,2.2740773,2.274225,2.2741112,2.2741328,2.2740459,2.2742218,2.2740698,2.2742046,2.2741068,2.274127,2.2741368,2.2741948,2.2741182,2.2741377,2.2740474,2.2741913,2.2741254,2.2741304,2.2741331,2.2741113,2.2740645
109,2.3797528,2.379792,2.3797754,2.3797691,2.3797765,2.3798105,2.3797658,2.3797261,2.3797128,2.3800964,2.4279622,2.7712311,2.9886748,3.0101953,3.0103099,3.0102951,3.0102197,3.0102513,3.0102327,3.0606857,3.12617,3.1262517,3.1263423,3.1263937,3.1262967,3.1263254,3.1264784,3.12634,3.126454,3.1264206,3.1263824,3.1264507,3.1263789,3.1263849,3.1264574,3.1263686,3.126386,3.1264468,3.1265292,3.1265479,3.1265456,3.126559,3.1265346,3.1265012,3.1265085,3.1264926,3.1265244,3.1264699,3.1265132,3.126494,3.1264522,3.1265076,3.1264723,3.1265971,3.1265128,3.1265492,3.1265222,3.1265381,3.1265135,3.1265114,3.1265906,3.1266382,3.1266254,3.1266058,3.1265518,3.1264879,3.1265611,3.1266585,3.1266116,3.1265854,3.1266261,3.1265178,3.1265382,3.1265964,3.1265926,3.1265643,3.0976624,3.0976715,3.0976373,3.0976837,3.0978516,3.0978984,3.0978647,3.0978839,3.0978941,3.0978955,3.097879,3.0979201,3.0978296,3.0978557,3.0978668,3.0979123,3.097821,3.0978949,3.0978328,3.0978526,3.0978131,3.0978087,3.0979233,3.0978596,3.0978294,3.0978802,3.0978235,3.0977725,3.0978033,3.0977826,3.0977885,3.0977892,3.0979019,3.097836,3.0978827,3.097888,3.0978287,3.0977113,3.0977481
110,2.4365118,2.4366368,2.4361652,2.4355554,2.4352449,2.4352721,2.4351341,2.4351939,2.4350781,2.4349417,2.4350256,2.4351366,2.4349603,2.4349535,2.4349596,2.4349574,2.4349286,2.4348785,2.4348975,2.434893,2.4348109,2.4348717,2.4349144,2.4348547,2.4349237,2.4348744,2.4348343,2.4348634,2.4348421,2.4348428,2.4349144,2.43495,2.4351085,2.4357498,2.9468481,3.3417465,3.3417981,3.3418387,3.3417079,3.3416528,3.3417506,3.3417157,3.3416345,3.341693,3.3417476,3.3417632,3.3417957,3.3417017,3.3417476,3.3417738,3.3414159,3.3397253,3.3307892,3.3108574,3.3107639,3.3079184,3.2980168,3.2981708,3.2982791,3.298183,3.2981798,3.2981702,3.2981598,3.2982411,3.298208,3.2982211,3.2981813,3.2981784,3.2982545,3.2983092,3.2983134,3.2981076,3.2981673,3.2982225,3.2982651,3.2982455,3.298231,3.2113797,3.0085553,2.9996362,2.9994676,2.999628,2.9996765,2.9997263,2.9999098,3.0000002,2.9999582,2.9999554,2.9999699,2.9999702,3.0000201,2.9999406,2.9999216,2.9999411,2.9999693,3.0102295,3.0676614,3.0684348,3.0684323,3.0684834,3.068521,3.068615,3.0685544,3.0685498,3.0683821,3.068427,3.0684752,3.0684241,3.0684921,3.0684091,3.0684187,3.0684294,3.068409,3.0683743,3.068409
